Label,Value,Date
"Car Insurance",-12.04,"1985-06-02 06:50:56"
"Car Insurance",-184.46,"1971-09-01 20:34:39"
"Car Insurance",-98.66,"1972-01-16 12:30:29"
"Utility Bill",-46.21,"2004-04-06 15:59:25"
"Refund",394.00,"1999-05-30 02:38:17"
"Rent",-193.67,"1977-03-28 16:54:45"
"Car Insurance",-148.38,"1978-07-20 07:41:46"
"Refund",381.87,"1989-12-02 20:12:00"
"Utility Bill",-142.47,"2000-01-29 06:10:55"
"Rent",-143.97,"1995-08-11 09:02:30"
"Rent",-204.53,"2017-02-25 01:57:46"
"Rent",-200.81,"1976-08-01 08:53:41"
"Rent",-92.97,"2004-08-03 20:08:30"
"Car Insurance",-143.24,"1982-01-27 21:23:25"
"Refund",125.58,"1994-05-10 18:25:11"
"Car Insurance",-109.67,"2018-08-12 01:06:56"
"Rent",-96.20,"1996-03-24 02:34:25"
"Rent",-67.48,"1987-01-22 03:03:12"
"Utility Bill",-106.25,"1997-10-05 19:11:07"
"Utility Bill",-0.84,"1971-11-16 14:00:21"
"Rent",-176.46,"1995-06-21 08:32:38"
"Utility Bill",-212.47,"1982-11-17 03:31:15"
"Car Insurance",-117.41,"1979-01-10 15:24:48"
"Rent",-25.66,"1999-04-24 03:15:22"
"Utility Bill",-207.14,"1984-05-04 22:20:50"
"Salary",277.14,"1992-05-23 20:05:17"
"Groceries",-18.45,"1974-10-14 15:47:17"
"Lottery",503.23,"1985-08-02 04:45:48"
"Utility Bill",-230.59,"2004-01-01 17:34:47"
"Utility Bill",-202.00,"1992-09-29 03:23:08"
"Rent",-186.05,"2014-07-27 05:38:39"
"Refund",673.51,"1970-06-11 04:41:56"
"Utility Bill",-238.72,"2019-06-22 09:42:11"
"Car Insurance",-244.95,"1981-04-24 11:15:39"
"Rent",-210.43,"1975-08-20 06:10:03"
"Salary",158.07,"2017-12-29 09:37:11"
"Utility Bill",-87.02,"1986-10-06 23:27:17"
"Car Insurance",-236.35,"1990-07-18 21:12:14"
"Groceries",-230.11,"2019-12-14 17:35:56"
"Refund",974.84,"1984-06-15 10:07:28"
"Groceries",-6.92,"1982-08-28 04:07:52"
"Lottery",666.75,"1994-06-16 01:15:31"
"Rent",-98.72,"1988-11-14 19:16:21"
"Refund",970.21,"2008-03-08 18:15:36"
"Lottery",164.15,"2001-01-01 20:17:03"
"Groceries",-181.31,"2004-12-15 16:52:05"
"Car Insurance",-243.69,"1984-11-12 08:41:46"
"Car Insurance",-46.40,"1971-06-22 16:00:03"
"Rent",-185.29,"1989-08-19 21:28:55"
"Car Insurance",-241.18,"1987-12-10 01:04:23"
"Car Insurance",-59.25,"1993-12-13 18:57:48"
"Utility Bill",-50.34,"1972-03-17 17:26:10"
"Lottery",779.97,"1979-01-07 22:08:51"
"Groceries",-27.50,"1974-04-21 12:45:59"
"Rent",-236.77,"2015-11-07 21:01:20"
"Car Insurance",-32.23,"2004-02-23 00:49:36"
"Rent",-212.00,"1983-02-09 13:18:56"
"Rent",-77.83,"2007-09-06 14:13:23"
"Car Insurance",-155.41,"1977-01-08 09:00:28"
"Car Insurance",-216.42,"1997-07-06 22:28:38"
"Refund",630.53,"1988-11-26 16:16:00"
"Lottery",316.24,"2004-12-16 12:38:52"
"Groceries",-96.61,"2011-02-03 20:51:21"
"Rent",-19.95,"1987-10-21 21:57:12"
"Rent",-23.62,"1985-02-28 11:28:25"
"Rent",-230.13,"1984-06-11 21:41:19"
"Refund",256.04,"2001-01-26 03:33:49"
"Car Insurance",-59.55,"1974-09-24 13:16:19"
"Refund",93.97,"2002-04-18 12:05:08"
"Car Insurance",-146.97,"1997-09-22 20:41:10"
"Car Insurance",-103.16,"1982-01-06 21:48:23"
"Utility Bill",-171.19,"1973-02-02 10:16:44"
"Salary",855.76,"2006-04-22 08:52:24"
"Car Insurance",-234.22,"1990-05-19 08:37:16"
"Lottery",417.06,"1998-08-23 05:56:32"
"Rent",-166.41,"1985-12-26 03:01:29"
"Rent",-191.97,"2014-03-26 06:07:10"
"Car Insurance",-203.75,"2012-12-06 08:59:52"
"Groceries",-20.59,"2007-06-11 21:19:57"
"Groceries",-173.60,"2017-11-28 19:57:20"
"Utility Bill",-115.49,"1997-04-16 08:28:10"
"Rent",-156.33,"2001-12-30 08:29:01"
"Car Insurance",-219.43,"1980-04-05 14:13:57"
"Lottery",470.00,"1988-08-01 21:04:55"
"Utility Bill",-224.25,"1992-08-19 13:26:02"
"Car Insurance",-198.21,"1992-09-24 06:31:21"
"Refund",637.33,"2017-02-05 14:06:03"
"Car Insurance",-234.03,"2001-06-17 08:17:45"
"Lottery",600.57,"1976-11-22 10:21:10"
"Rent",-177.37,"2015-07-05 05:11:47"
"Utility Bill",-26.10,"1973-05-13 11:47:21"
"Groceries",-105.77,"2003-04-21 10:52:39"
"Utility Bill",-13.69,"1976-10-03 16:22:45"
"Utility Bill",-58.99,"2007-06-25 17:52:59"
"Salary",229.30,"1983-03-08 04:03:00"
"Car Insurance",-24.66,"1990-09-18 11:27:10"
"Utility Bill",-245.61,"1999-12-12 04:34:24"
"Car Insurance",-179.17,"2005-03-08 17:03:02"
"Groceries",-178.10,"1975-09-28 22:05:32"
"Rent",-207.85,"1997-12-03 17:10:20"
"Groceries",-84.53,"1990-10-20 22:55:19"
"Car Insurance",-218.06,"2009-03-31 05:53:01"
"Rent",-111.12,"1993-04-14 02:51:28"
"Salary",302.78,"2007-06-28 02:20:16"
"Salary",633.90,"2008-11-03 13:40:01"
"Lottery",55.37,"2002-05-18 00:31:08"
"Rent",-78.95,"1985-06-17 08:22:50"
"Car Insurance",-243.73,"2010-11-19 03:46:23"
"Utility Bill",-93.48,"2005-06-17 22:39:14"
"Utility Bill",-200.35,"1991-11-23 10:11:47"
"Car Insurance",-60.16,"2000-01-19 15:19:05"
"Groceries",-244.39,"1985-04-07 14:30:00"
"Rent",-122.75,"1987-10-21 02:34:57"
"Lottery",64.52,"2015-03-03 10:26:58"
"Rent",-31.53,"2001-03-13 12:14:44"
"Car Insurance",-1.67,"1990-09-29 17:00:13"
"Utility Bill",-144.52,"2015-05-04 07:31:23"
"Utility Bill",-104.20,"1976-05-17 04:12:08"
"Salary",353.48,"1972-08-13 15:30:34"
"Groceries",-57.04,"1973-04-25 06:56:32"
"Rent",-232.77,"1996-03-14 12:43:25"
"Salary",684.65,"2018-01-17 12:02:53"
"Salary",933.74,"2000-01-10 18:48:29"
"Utility Bill",-165.33,"2014-04-19 10:30:58"
"Car Insurance",-150.30,"1987-02-09 19:06:33"
"Refund",466.59,"2008-11-16 18:40:50"
"Rent",-42.91,"1975-09-09 09:37:28"
"Salary",112.68,"2014-11-20 18:55:59"
"Refund",301.20,"1978-10-25 07:51:40"
"Groceries",-224.09,"1989-07-06 08:03:29"
"Salary",977.62,"2018-03-28 06:25:03"
"Car Insurance",-130.55,"1983-08-06 11:42:19"
"Car Insurance",-226.99,"1985-02-06 04:32:34"
"Rent",-52.28,"2010-05-26 14:24:50"
"Rent",-190.18,"1990-07-03 17:48:29"
"Groceries",-248.14,"1998-05-09 17:32:28"
"Rent",-163.64,"1996-03-30 01:29:42"
"Utility Bill",-217.63,"1976-11-17 00:14:54"
"Car Insurance",-249.41,"2017-09-15 21:11:45"
"Utility Bill",-114.94,"2019-12-15 16:14:10"
"Lottery",772.56,"2010-09-17 15:44:36"
"Lottery",483.03,"2000-06-18 00:11:00"
"Lottery",35.53,"1978-05-27 00:40:03"
"Refund",874.01,"2001-04-03 09:35:57"
"Lottery",813.94,"2012-10-09 15:36:33"
"Rent",-167.69,"1989-02-10 02:35:51"
"Rent",-98.35,"2005-03-04 17:25:09"
"Car Insurance",-108.45,"2000-08-17 06:26:18"
"Rent",-216.42,"2000-07-23 18:50:15"
"Groceries",-124.86,"2005-07-27 01:23:26"
"Utility Bill",-29.40,"1990-05-27 09:39:51"
"Car Insurance",-144.15,"1990-07-08 22:52:27"
"Salary",634.66,"1991-12-02 04:07:42"
"Utility Bill",-90.94,"2019-02-10 10:19:51"
"Groceries",-168.22,"1991-04-07 14:28:21"
"Utility Bill",-194.61,"1991-03-31 12:50:04"
"Utility Bill",-35.68,"1977-05-29 06:34:39"
"Car Insurance",-96.58,"1986-05-10 15:24:27"
"Utility Bill",-171.47,"2015-02-04 14:21:40"
"Rent",-180.32,"2010-06-20 05:21:33"
"Utility Bill",-140.57,"1993-03-07 02:55:06"
"Rent",-87.27,"1996-11-18 08:30:12"
"Refund",332.19,"2001-12-30 09:44:45"
"Utility Bill",-231.01,"1971-05-21 18:09:26"
"Utility Bill",-113.55,"2006-11-18 11:03:30"
"Rent",-0.88,"1971-11-09 23:13:59"
"Utility Bill",-211.22,"1985-02-27 10:01:19"
"Groceries",-157.95,"1983-02-04 09:52:27"
"Rent",-197.02,"1990-07-19 04:23:21"
"Groceries",-224.22,"2003-04-12 04:23:38"
"Groceries",-109.43,"2015-04-28 03:59:09"
"Groceries",-179.27,"2003-09-21 14:03:20"
"Car Insurance",-116.89,"2001-09-12 19:11:27"
"Car Insurance",-8.74,"1972-08-24 13:57:52"
"Lottery",927.23,"1991-07-15 07:18:05"
"Car Insurance",-227.96,"1970-03-13 15:53:53"
"Groceries",-78.73,"2013-07-13 14:14:31"
"Car Insurance",-87.21,"1979-11-24 15:40:58"
"Lottery",405.59,"1998-12-06 18:55:19"
"Car Insurance",-173.72,"2019-02-11 02:06:23"
"Rent",-248.50,"1973-04-07 10:10:16"
"Rent",-202.71,"1984-07-15 16:02:47"
"Lottery",347.45,"1975-12-30 05:36:36"
"Salary",156.16,"1975-05-27 06:11:23"
"Refund",103.16,"1981-04-18 14:33:10"
"Lottery",77.80,"2006-04-02 19:02:35"
"Car Insurance",-242.17,"1998-10-11 06:39:31"
"Rent",-66.53,"2009-02-02 20:03:36"
"Groceries",-199.12,"2004-09-28 19:35:50"
"Car Insurance",-169.39,"1991-10-22 21:14:23"
"Rent",-25.30,"1988-03-05 04:57:37"
"Groceries",-235.92,"1970-09-02 22:55:41"
"Refund",286.31,"1970-06-28 04:19:32"
"Groceries",-4.41,"2015-04-01 00:38:50"
"Utility Bill",-205.07,"1994-09-27 21:30:32"
"Groceries",-50.85,"2011-02-17 02:38:28"
"Lottery",841.33,"2005-06-05 06:17:25"
"Rent",-117.45,"1976-05-18 17:58:43"
"Utility Bill",-228.64,"1998-02-24 09:29:59"
"Rent",-58.75,"1976-07-16 20:10:07"
"Utility Bill",-65.52,"2009-07-25 20:14:55"
"Groceries",-242.95,"2000-02-05 17:28:20"
"Rent",-84.89,"1990-01-08 17:04:49"
"Utility Bill",-226.00,"1989-05-21 11:28:26"
"Rent",-151.56,"1975-07-02 08:37:15"
"Car Insurance",-163.99,"2014-05-03 16:06:44"
"Utility Bill",-124.07,"1981-03-18 00:33:36"
"Rent",-38.67,"2019-08-30 02:40:32"
"Lottery",981.64,"1988-05-29 10:16:21"
"Groceries",-248.46,"1973-12-03 00:45:30"
"Refund",630.98,"1986-01-05 18:22:39"
"Utility Bill",-83.78,"1980-09-27 08:57:45"
"Rent",-187.47,"1996-05-10 22:31:28"
"Utility Bill",-30.73,"1999-04-26 13:21:00"
"Utility Bill",-144.96,"1993-08-10 12:15:09"
"Utility Bill",-225.00,"1987-02-26 21:24:23"
"Rent",-42.99,"1979-04-02 21:35:08"
"Groceries",-171.43,"1997-01-24 18:33:34"
"Groceries",-222.98,"1994-08-30 23:12:31"
"Refund",185.49,"1990-10-13 12:25:39"
"Utility Bill",-128.41,"2014-06-14 22:00:28"
"Rent",-186.32,"1982-07-23 12:04:34"
"Refund",259.62,"1998-02-17 19:30:14"
"Utility Bill",-44.76,"1990-08-31 00:33:47"
"Groceries",-62.62,"1982-10-05 00:11:39"
"Rent",-166.22,"1978-08-25 13:54:02"
"Rent",-140.40,"2010-10-29 22:43:37"
"Rent",-27.47,"2004-05-29 23:46:19"
"Salary",900.53,"2003-07-09 21:22:10"
"Rent",-22.66,"1982-03-14 15:45:09"
"Groceries",-187.49,"2004-04-24 11:08:42"
"Utility Bill",-183.82,"1978-05-17 05:27:58"
"Refund",298.34,"1971-07-06 03:11:50"
"Rent",-92.60,"2000-06-11 09:16:56"
"Utility Bill",-193.86,"2000-06-18 08:07:01"
"Car Insurance",-130.57,"1974-01-24 12:33:13"
"Car Insurance",-155.87,"2018-06-23 01:46:05"
"Utility Bill",-228.73,"1983-08-04 03:56:15"
"Car Insurance",-158.03,"2010-02-01 01:45:45"
"Groceries",-83.73,"2000-11-23 19:39:14"
"Car Insurance",-145.10,"1996-06-27 08:41:35"
"Car Insurance",-48.03,"1995-05-08 08:32:37"
"Rent",-159.60,"2018-01-30 10:32:23"
"Car Insurance",-72.51,"1976-06-18 02:49:10"
"Groceries",-222.21,"1974-08-26 11:37:35"
"Lottery",820.51,"1976-08-04 15:05:28"
"Groceries",-174.02,"1991-07-10 15:20:19"
"Rent",-25.10,"1970-09-08 17:53:25"
"Groceries",-99.37,"1979-04-18 22:02:16"
"Groceries",-210.98,"2005-10-17 01:49:28"
"Groceries",-85.33,"1970-06-28 02:13:21"
"Car Insurance",-243.59,"1972-08-11 08:07:52"
"Lottery",69.00,"1978-09-16 06:06:26"
"Car Insurance",-98.78,"1976-02-27 02:50:56"
"Refund",584.71,"1978-06-04 22:55:37"
"Groceries",-100.61,"2014-08-19 15:58:21"
"Groceries",-134.64,"1974-12-03 09:45:56"
"Groceries",-78.93,"1994-07-07 06:32:22"
"Refund",118.49,"2018-08-02 18:32:14"
"Utility Bill",-60.75,"2009-10-22 11:53:30"
"Utility Bill",-194.18,"1987-10-14 06:00:40"
"Groceries",-212.56,"1987-04-26 10:21:02"
"Utility Bill",-7.64,"1987-08-07 03:11:11"
"Groceries",-10.85,"2010-11-10 17:44:23"
"Lottery",297.47,"2015-08-25 06:08:03"
"Refund",837.72,"1992-01-24 20:07:41"
"Salary",341.96,"1986-08-17 11:15:20"
"Groceries",-114.18,"2016-04-09 16:35:48"
"Utility Bill",-16.44,"2013-09-09 12:35:34"
"Groceries",-227.15,"1986-08-15 02:21:01"
"Car Insurance",-64.67,"2001-06-11 22:45:54"
"Rent",-87.53,"2000-12-08 12:17:43"
"Salary",977.94,"2011-12-16 16:50:15"
"Groceries",-111.01,"1973-09-16 17:12:10"
"Car Insurance",-213.60,"2000-01-14 18:04:06"
"Refund",432.27,"1988-12-04 22:36:58"
"Rent",-77.57,"1991-09-11 17:53:57"
"Car Insurance",-229.55,"1978-07-08 12:13:29"
"Rent",-46.32,"1981-07-29 21:25:49"
"Salary",962.58,"1999-05-30 03:02:06"
"Refund",822.74,"2005-05-08 10:29:37"
"Rent",-38.26,"1990-09-23 06:24:43"
"Refund",632.18,"1975-01-06 04:37:25"
"Groceries",-139.62,"1988-02-09 15:57:57"
"Car Insurance",-34.15,"1976-10-23 13:06:29"
"Car Insurance",-173.06,"1987-05-31 20:30:15"
"Groceries",-5.68,"1993-01-23 12:33:40"
"Rent",-28.72,"2019-06-22 06:52:27"
"Groceries",-74.30,"1997-10-22 21:51:05"
"Utility Bill",-237.61,"1988-09-21 08:02:49"
"Utility Bill",-244.56,"2004-07-26 17:42:04"
"Groceries",-107.33,"1973-07-27 23:36:24"
"Rent",-1.94,"2003-07-13 14:04:09"
"Utility Bill",-106.54,"1997-10-04 12:47:27"
"Groceries",-189.03,"1972-06-14 02:48:44"
"Rent",-233.16,"1997-03-10 03:20:19"
"Rent",-50.06,"1972-06-16 07:56:43"
"Refund",990.55,"2000-02-12 09:17:24"
"Salary",823.72,"2008-05-11 06:57:36"
"Utility Bill",-222.12,"2000-11-16 21:32:34"
"Car Insurance",-228.29,"1989-05-05 20:18:26"
"Rent",-15.77,"2009-08-19 16:37:32"
"Lottery",153.98,"1985-06-06 01:51:05"
"Car Insurance",-44.24,"2019-10-27 00:51:47"
"Rent",-61.71,"2009-05-26 01:17:42"
"Groceries",-85.33,"1984-03-04 21:27:47"
"Utility Bill",-168.22,"2006-01-01 04:54:15"
"Car Insurance",-174.81,"1986-07-11 15:45:22"
"Utility Bill",-58.48,"1999-06-21 09:11:26"
"Utility Bill",-170.64,"1984-02-13 18:35:26"
"Lottery",600.50,"2020-01-10 17:04:31"
"Groceries",-174.90,"2002-02-21 20:38:28"
"Groceries",-158.66,"2005-05-28 14:05:17"
"Utility Bill",-228.07,"2001-07-23 08:46:48"
"Rent",-237.31,"1998-07-11 21:51:08"
"Refund",46.19,"2015-03-18 11:50:31"
"Rent",-51.99,"1973-06-27 05:57:27"
"Utility Bill",-107.41,"2002-03-13 13:39:36"
"Groceries",-190.90,"1970-12-02 03:29:38"
"Groceries",-53.42,"1993-07-15 01:48:18"
"Utility Bill",-146.74,"1991-02-23 08:21:16"
"Car Insurance",-219.40,"1993-11-20 11:07:44"
"Groceries",-73.97,"2013-07-29 14:24:52"
"Groceries",-221.39,"1971-03-12 03:47:56"
"Utility Bill",-210.44,"2012-02-08 13:26:20"
"Refund",140.48,"1983-09-12 05:58:59"
"Salary",141.36,"1989-11-11 21:22:50"
"Utility Bill",-102.68,"1997-04-02 00:32:23"
"Groceries",-98.36,"2013-02-15 09:13:23"
"Car Insurance",-142.20,"2012-06-08 15:00:00"
"Car Insurance",-48.27,"1985-02-08 09:41:58"
"Utility Bill",-52.67,"2017-05-14 20:42:56"
"Groceries",-232.10,"2005-03-01 20:26:21"
"Rent",-108.96,"1980-12-29 13:02:39"
"Car Insurance",-25.41,"2013-01-12 14:42:12"
"Utility Bill",-125.61,"2016-06-25 05:44:40"
"Rent",-224.15,"2013-08-16 22:14:11"
"Salary",977.20,"1996-01-31 12:51:44"
"Rent",-121.02,"1987-03-18 19:32:41"
"Car Insurance",-210.95,"2002-03-08 16:12:50"
"Refund",253.23,"1988-03-15 03:22:53"
"Groceries",-131.21,"1974-02-09 17:34:51"
"Car Insurance",-38.27,"2012-12-01 05:51:55"
"Car Insurance",-189.53,"1978-02-26 14:52:42"
"Rent",-242.07,"1975-11-17 05:35:00"
"Rent",-60.77,"2006-12-13 00:50:29"
"Groceries",-219.80,"2014-04-26 12:07:42"
"Utility Bill",-166.82,"2007-04-26 22:57:28"
"Groceries",-196.65,"2007-03-16 16:47:17"
"Utility Bill",-137.64,"2013-06-01 14:47:42"
"Rent",-117.40,"1998-07-20 20:06:26"
"Lottery",465.45,"2014-06-16 01:51:08"
"Groceries",-64.30,"2007-06-11 10:00:46"
"Refund",237.53,"1992-07-16 18:28:23"
"Groceries",-127.82,"2017-09-05 18:38:52"
"Rent",-225.06,"2009-03-16 04:40:50"
"Car Insurance",-212.84,"2013-08-11 08:28:50"
"Car Insurance",-17.61,"2004-11-07 05:19:01"
"Salary",892.66,"2006-09-25 15:49:23"
"Car Insurance",-60.68,"1993-06-02 01:48:57"
"Refund",302.88,"1987-04-12 12:45:54"
"Rent",-231.83,"1971-12-20 15:25:50"
"Groceries",-3.09,"2012-04-20 14:31:07"
"Groceries",-136.90,"2011-11-14 05:36:57"
"Rent",-247.54,"2005-07-10 21:52:38"
"Groceries",-92.55,"1980-05-05 15:48:37"
"Rent",-168.51,"1976-11-20 11:00:18"
"Rent",-13.89,"1989-07-01 04:52:33"
"Rent",-108.09,"1993-12-06 14:14:06"
"Groceries",-63.10,"1983-08-31 16:58:45"
"Utility Bill",-187.33,"2015-10-08 13:49:57"
"Groceries",-202.88,"1970-06-23 02:33:07"
"Rent",-202.22,"2000-02-21 14:44:21"
"Groceries",-2.08,"2017-07-18 14:05:50"
"Groceries",-139.99,"1989-10-09 18:56:12"
"Utility Bill",-210.01,"2020-03-17 19:02:01"
"Refund",482.92,"1974-03-20 02:54:55"
"Groceries",-173.86,"1980-03-08 04:55:48"
"Lottery",14.61,"2001-09-24 12:14:27"
"Rent",-167.42,"1985-01-23 21:26:42"
"Groceries",-188.62,"1991-05-03 02:53:04"
"Utility Bill",-88.60,"1976-02-07 00:03:05"
"Utility Bill",-245.80,"1983-08-18 04:10:49"
"Car Insurance",-50.71,"1983-09-12 22:38:23"
"Utility Bill",-88.09,"1988-03-09 01:50:21"
"Rent",-45.25,"1993-02-06 07:01:47"
"Salary",129.01,"1984-04-18 17:12:01"
"Rent",-112.26,"2019-02-05 10:07:10"
"Car Insurance",-81.78,"1976-09-30 10:58:47"
"Groceries",-39.77,"1970-02-10 01:43:02"
"Groceries",-180.54,"2009-01-19 07:46:11"
"Lottery",232.12,"2012-01-03 04:13:28"
"Groceries",-133.40,"2000-08-31 21:59:28"
"Utility Bill",-159.11,"1977-04-23 16:25:03"
"Utility Bill",-14.87,"1981-09-27 19:58:50"
"Utility Bill",-215.70,"1978-03-01 10:07:04"
"Car Insurance",-37.54,"1981-07-15 11:31:19"
"Car Insurance",-95.52,"2011-12-14 00:59:51"
"Car Insurance",-92.97,"1995-09-27 00:19:52"
"Utility Bill",-126.59,"2000-05-15 14:27:53"
"Utility Bill",-84.11,"1996-06-17 12:30:30"
"Utility Bill",-122.30,"2002-02-18 13:08:04"
"Groceries",-117.82,"2005-02-25 01:51:36"
"Utility Bill",-118.19,"2008-12-13 23:43:37"
"Utility Bill",-246.49,"1989-07-25 19:37:23"
"Car Insurance",-63.10,"1993-12-07 20:02:56"
"Car Insurance",-98.19,"1987-11-07 15:39:38"
"Rent",-110.38,"2018-12-21 13:55:56"
"Rent",-135.68,"1979-05-24 18:01:47"
"Salary",735.90,"1978-06-04 07:22:49"
"Car Insurance",-239.96,"2007-01-18 18:07:53"
"Rent",-18.86,"1973-07-17 07:27:56"
"Utility Bill",-124.40,"2004-06-16 18:08:46"
"Lottery",740.88,"1970-09-01 03:04:42"
"Rent",-166.95,"2014-04-10 01:12:42"
"Rent",-100.12,"1983-02-07 15:12:50"
"Lottery",88.31,"1985-09-29 22:51:58"
"Rent",-160.46,"1993-01-07 03:00:59"
"Refund",190.37,"2003-01-27 00:18:34"
"Utility Bill",-21.29,"1975-07-07 11:08:19"
"Lottery",829.86,"2017-10-08 07:08:54"
"Groceries",-129.51,"2004-10-02 08:06:11"
"Rent",-143.91,"2002-12-13 04:52:45"
"Rent",-230.44,"2002-09-21 15:54:24"
"Rent",-243.52,"1994-06-02 06:34:25"
"Rent",-182.57,"1986-11-03 20:36:14"
"Rent",-43.72,"1982-03-07 10:11:26"
"Rent",-220.30,"1977-07-28 10:13:54"
"Groceries",-26.48,"2019-09-20 23:22:20"
"Salary",771.43,"1989-08-22 21:07:13"
"Utility Bill",-70.19,"2003-07-21 03:05:12"
"Refund",371.20,"1997-08-17 01:30:24"
"Groceries",-104.41,"2010-04-08 08:17:20"
"Groceries",-161.15,"2015-11-20 19:51:17"
"Groceries",-116.68,"2011-02-25 22:51:36"
"Rent",-236.09,"2016-09-19 13:44:39"
"Lottery",418.84,"1973-11-18 18:04:50"
"Car Insurance",-146.15,"2018-04-29 02:10:07"
"Salary",128.19,"2000-08-23 13:54:29"
"Car Insurance",-77.15,"2017-07-24 02:39:28"
"Groceries",-157.39,"1989-06-04 22:22:42"
"Refund",549.30,"1992-07-26 16:22:09"
"Refund",470.15,"2002-10-14 04:01:59"
"Groceries",-11.64,"1979-04-03 06:54:09"
"Rent",-210.63,"1976-11-02 10:52:21"
"Utility Bill",-246.52,"1982-05-27 10:26:11"
"Groceries",-90.10,"1984-08-26 05:06:04"
"Rent",-107.63,"2013-01-06 06:20:36"
"Rent",-83.83,"1974-01-30 17:51:50"
"Groceries",-76.84,"2002-01-24 21:12:12"
"Car Insurance",-190.53,"1980-02-16 17:07:27"
"Utility Bill",-122.48,"2016-02-23 14:22:40"
"Car Insurance",-79.69,"2004-10-21 03:49:43"
"Rent",-97.87,"2017-04-03 05:28:21"
"Utility Bill",-68.06,"1987-06-02 16:35:06"
"Groceries",-173.47,"1981-07-30 22:07:08"
"Salary",971.91,"2003-02-05 21:23:04"
"Car Insurance",-156.03,"1997-12-26 01:57:12"
"Car Insurance",-188.85,"2010-02-10 14:48:16"
"Utility Bill",-82.96,"1996-08-07 18:25:29"
"Car Insurance",-79.22,"2014-12-08 19:56:05"
"Rent",-59.97,"1990-01-23 11:46:34"
"Salary",298.06,"1999-03-26 16:44:00"
"Rent",-221.03,"1981-05-27 11:49:18"
"Car Insurance",-166.30,"1977-03-26 11:22:32"
"Car Insurance",-15.61,"2002-05-03 12:57:34"
"Car Insurance",-82.70,"2004-07-18 13:44:00"
"Utility Bill",-143.65,"2004-02-11 09:51:25"
"Rent",-25.64,"2012-05-07 00:08:19"
"Utility Bill",-230.70,"1990-01-04 19:03:26"
"Groceries",-228.10,"2006-02-13 04:37:28"
"Car Insurance",-161.50,"1989-05-13 17:56:07"
"Rent",-88.01,"2011-10-22 18:12:09"
"Car Insurance",-154.37,"1991-03-01 22:57:12"
"Car Insurance",-214.32,"1982-01-15 02:10:53"
"Rent",-176.81,"2001-12-10 00:42:00"
"Salary",229.47,"1987-04-26 13:35:57"
"Rent",-74.58,"2017-11-15 12:03:06"
"Rent",-217.75,"2008-12-12 04:03:38"
"Car Insurance",-75.95,"2007-12-05 14:06:55"
"Lottery",326.31,"1991-01-13 04:18:29"
"Car Insurance",-109.31,"1978-05-26 22:05:13"
"Lottery",778.57,"2004-10-26 06:32:03"
"Utility Bill",-64.31,"2001-03-17 15:11:51"
"Utility Bill",-117.91,"1986-10-03 10:22:11"
"Groceries",-43.89,"2017-10-12 08:33:47"
"Utility Bill",-41.68,"2003-01-14 15:31:59"
"Lottery",377.85,"1984-11-11 07:29:13"
"Car Insurance",-95.31,"2019-07-18 13:43:50"
"Rent",-65.03,"1993-03-09 12:06:54"
"Car Insurance",-108.90,"1974-09-05 14:36:29"
"Car Insurance",-88.41,"1987-07-08 22:57:47"
"Lottery",317.50,"1993-10-19 05:40:27"
"Groceries",-172.54,"1979-08-14 20:07:09"
"Lottery",68.48,"2006-01-14 11:23:53"
"Salary",738.95,"1996-08-22 11:25:38"
"Rent",-45.14,"2019-08-07 23:12:14"
"Utility Bill",-196.87,"1987-11-05 19:54:34"
"Rent",-141.74,"1985-06-21 10:28:47"
"Utility Bill",-42.70,"1992-09-09 22:47:55"
"Car Insurance",-47.25,"1991-12-21 10:39:07"
"Utility Bill",-62.73,"1982-01-19 11:25:00"
"Rent",-70.07,"1970-09-12 03:47:31"
"Groceries",-31.67,"1977-10-12 20:13:00"
"Lottery",91.35,"1994-09-20 08:50:15"
"Rent",-64.98,"2004-07-12 17:02:31"
"Utility Bill",-137.80,"2008-02-02 19:08:53"
"Groceries",-241.24,"1975-06-26 09:46:22"
"Rent",-88.59,"1989-01-21 20:39:10"
"Rent",-245.80,"1994-03-03 04:59:25"
"Rent",-185.37,"1987-09-20 21:06:36"
"Lottery",218.16,"1970-05-31 20:02:47"
"Utility Bill",-84.15,"2011-12-12 09:40:03"
"Rent",-28.29,"2003-05-17 03:40:03"
"Groceries",-158.49,"1994-01-23 01:41:40"
"Lottery",760.96,"2015-03-05 01:48:08"
"Car Insurance",-75.15,"1998-03-25 10:07:45"
"Lottery",17.87,"1985-04-25 10:43:00"
"Rent",-65.19,"1985-05-09 03:56:29"
"Groceries",-219.08,"2008-01-08 14:23:06"
"Groceries",-52.73,"2003-08-23 12:12:28"
"Utility Bill",-218.65,"1995-10-17 09:47:27"
"Utility Bill",-80.54,"1999-09-10 21:15:50"
"Car Insurance",-13.10,"2000-03-03 10:24:54"
"Groceries",-210.29,"1999-10-13 14:25:57"
"Salary",857.20,"2009-01-02 19:59:51"
"Car Insurance",-99.12,"1971-09-29 15:53:29"
"Groceries",-64.76,"1971-02-14 04:55:30"
"Utility Bill",-241.58,"1995-09-23 18:10:59"
"Groceries",-207.25,"2004-01-06 20:25:43"
"Utility Bill",-103.49,"2014-09-14 01:48:18"
"Salary",147.42,"1996-02-26 20:18:03"
"Rent",-220.20,"2000-03-07 01:27:55"
"Rent",-45.80,"1987-03-13 10:12:53"
